artist_name,title,artist_location,release,hotttness,familiarity,danceability,duration,energy,loudness,year,tempo,analysis_rate,end_of_fade_in,key,key_confidence,mode,mode_confidence,start_of_fade_out,time_signature,time_signature_conf,track_id
Schoolyard Heroes,Dreidel_ Dreidel_ Dreidel_ Dreidel!,Seattle - WA,I Want Your Soul For Christmas,0.37072581745115313,0.6167528648398227,0.0,103.41832,0.0,-5.898,0,86.409,22050,0.92,6,0.32,1,0.479,99.312,1,0.0,3734
Arturo Sandoval,Waheera,Artemisa - Cuba,Arturo Sandoval & The Latin Train,0.423527584809167,0.5614646464110922,0.0,315.48036,0.0,-11.105,1995,200.42,22050,2.374,5,0.169,0,0.308,303.705,1,0.157,3735
Christie Hennessy,The All-Ireland,,The Green Album,0.3165494603255641,0.4139599417431624,0.0,180.76689,0.0,-16.183,0,130.588,22050,0.16,7,0.866,1,0.851,173.082,1,0.0,3736
Sirka Ragnar,Port now!,,I am_ you are_ he/she/it is,0.0,0.5484588557517361,0.0,177.94567,0.0,-5.076,2007,160.03,22050,0.0,7,0.713,0,0.571,177.946,4,0.635,3737
Richard Walters,All at sea,London UK-England,All At Sea / Julia,0.3852995882958378,0.546919389228426,0.0,193.93261,0.0,-9.627,0,127.719,22050,5.724,10,0.911,1,0.714,191.617,3,0.644,3738
It Dies Today,Sixth of June,Buffalo - NY,Sirens,0.5115767829276756,0.7722304390383146,0.0,184.24118,0.0,-3.337,2007,160.126,22050,3.448,6,0.615,0,0.657,180.297,4,0.122,3739
Richie Ray & Bobby Cruz,El Gallo Y La Vaca,,Que Vuelva La Musica,0.3604251064827873,0.5081245337360827,0.0,209.162,0.0,-2.348,2005,109.505,22050,0.0,7,0.069,1,0.417,205.845,4,0.575,3740
Les Paul_ Mary Ford,Goofus,,Isle of Golden Dreams - Capital Years (1948 - 1952),0.3700578290505779,0.4626423212761609,0.0,158.40608,0.0,-8.148,0,200.562,22050,0.276,11,0.288,1,0.5,153.548,1,0.0,3741
Little Brother,Second Chances feat. Bilal & Darien Brockington,Durham - NC,LeftBack,0.4955230450576653,0.7346303182200493,0.0,245.28934,0.0,-7.534,2010,100.415,22050,0.0,11,0.542,0,0.55,242.399,4,1.0,3742
Vaggelis Perpiniadis,To Diazigio,,Anthologia - Kostas Virvos,0.0,0.037561755079218,0.0,174.52363,0.0,-10.42,0,108.556,22050,0.0,2,0.0,1,0.122,172.333,1,0.099,3743
Olivier Messiaen,Les Corps Glorieux (7 Visions De La Vie Des Ressuscités) (1939) : VII Le Mystère De La Sainte-Trinité,,Messiaen Oeuvres Orgue,0.41910041303433604,0.5908045142095237,0.0,462.0273,0.0,-42.472,0,131.619,22050,0.655,2,0.878,1,0.543,408.213,4,0.706,3744
Charlie Byrd Trio,Travellin' On,,I've Got the World On a String,0.17541118109433804,0.3947682706531907,0.0,267.4673,0.0,-21.115,0,161.694,22050,0.571,7,0.403,1,0.506,252.703,1,0.0,3745
Herb Alpert And The Tijuana Brass,Flowers On The Wall,BEVERLY HILLS - California,Lost Treasures: Rare And Unreleased,0.4813690532756141,0.5524167322191708,0.0,126.79791,0.0,-9.144,0,184.279,22050,0.145,2,0.75,0,0.613,120.802,1,0.114,3746
Tim Exile,Family Galaxy,,Listening Tree,0.3018470948111364,0.6205019249164577,0.0,305.55383,0.0,-6.628,2009,116.795,22050,0.0,10,0.255,0,0.285,293.03,4,0.772,3747
Glen Ricks,Fall In Love,,Fall In Love,0.25656217975839135,0.3298032105782184,0.0,218.87955,0.0,-11.442,0,84.994,22050,0.169,4,0.0,1,0.0,211.586,4,0.527,3748
Chango Spasiuk,Autores Anonimos,Argentina,Polkas de mi Tierra,0.41084158724086123,0.4682509114975055,0.0,36.20526,0.0,-19.65,1998,84.212,22050,0.206,5,0.093,1,0.343,36.205,1,0.904,3749
Black Messiah,Gullveig,Nordrhein-Westfalen,First War Of The World,0.42779771893775925,0.5067763304136886,0.0,488.41098,0.0,-5.461,2009,124.037,22050,0.0,2,0.283,1,0.258,480.885,4,0.497,3750
Eric Burdon,Motorcycle girl,Walker-on-Tyne - England,My secret life,0.3591859927517973,0.6010690522149722,0.0,232.64608,0.0,-7.111,2004,145.858,22050,0.206,2,0.92,0,0.847,227.817,4,0.745,3751
unloco,Reckoning (Album Version),,Healing,0.40360200795605783,0.588278825524752,0.0,205.73995,0.0,-5.673,2001,155.793,22050,0.0,6,0.492,1,0.566,182.364,4,0.924,3752
Gene Chandler,Festival Of Love,Chicago - IL,The Duke Of Earl,0.39376269898655997,0.5700167028852964,0.0,148.11383,0.0,-15.631,1994,92.293,22050,0.439,5,0.47,1,0.545,138.484,3,1.0,3753
Little Milton,You Were On The Right Street,Inverness - MS,Guitar Man,0.3864410971038427,0.5794227303571235,0.0,193.85424,0.0,-7.049,0,162.226,22050,0.343,10,0.338,1,0.36,178.573,5,0.488,3754
Bobby Vee,I Wouldnt Change A Thing,Fargo - ND,Just Today,0.39524762318141715,0.6231304368786019,0.0,258.61179,0.0,-12.387,0,115.185,22050,0.2,7,1.0,1,0.926,241.952,4,0.0,3755
The Misfits,Halloween II,New Jersey,Collection 2,0.5482218918976605,0.8537258567195347,0.0,133.27628,0.0,-9.742,1981,83.953,22050,0.195,2,0.293,1,0.368,129.968,1,0.0,3756
GG Allin,Garbage Dump,Lancaster - NH,You Give Love a Bad Name,0.3843277162876662,0.6323675939714912,0.0,143.59465,0.0,-12.186,1999,140.97,22050,0.363,10,0.502,0,0.429,133.834,1,0.371,3757
Tanya Chua,Zuo Li Bu An,,Amphibian,0.365420274738122,0.4960200585625883,0.0,254.24934,0.0,-6.217,0,147.892,22050,0.154,8,0.576,1,0.603,244.367,4,1.0,3758
The Cutting Edge,Cutting Edge,California - LA,The Cutting Edge,0.3464199468255268,0.44577274776003034,0.0,481.07057,0.0,-13.075,0,147.173,22050,0.114,1,0.07,1,0.344,467.0,4,0.568,3759
Natalie MacMaster,Father John Macleod's Jig,,In My Hands,0.38080932626042235,0.553176509219074,0.0,175.49016,0.0,-10.359,1999,109.097,22050,0.38,2,0.687,1,0.737,165.976,3,0.0,3760
Southside Johnny Lyon,Please Come Home For Christmas**,,Home Alone - Soundtrack,0.33040006566008207,0.365086714994351,0.0,160.93995,0.0,-23.94,0,94.938,22050,0.131,4,0.353,1,0.385,155.899,3,1.0,3761
EPMD,Please Listen To My Demo,allentown Pennsylvania USA,Unfinished Business (Explicit),0.45385026533052464,0.6982916236578486,0.0,181.39383,0.0,-11.199,1989,122.838,22050,0.363,7,0.437,0,0.516,160.073,1,0.87,3762
Patti Smith,Lo and Beholden,Chicago - IL,Gung Ho,0.504964405986607,0.7370012768920197,0.0,283.19302,0.0,-8.342,2000,97.147,22050,0.085,2,0.096,0,0.544,274.321,4,0.632,3763
Jaime Urrutia,Caray! (con Loquillo_ directo Enjoy 07),,En Joy,0.38381866168814227,0.49428210188811733,0.0,214.43873,0.0,-5.97,0,133.01,22050,0.0,5,0.221,1,0.397,214.439,4,0.969,3764
Dean Martin,Pennies From Heaven,Steubenville - OH,Classic Tracks,0.6239702655142668,0.7084398138090288,0.0,134.94812,0.0,-13.296,1997,63.16,22050,0.311,5,0.422,0,0.44,130.392,3,0.772,3765
Danny Diablo feat. Puerto Rican Myke,31 - 40,,The Street CD Vol.1 (feat. Everlast_ Madball_ Lordz Of Brooklyn_ Ill Bill_  SubZero...),0.45157896286125104,0.6220053881178192,0.0,281.49506,0.0,-13.483,0,94.335,22050,0.09,11,0.278,1,0.465,281.495,4,0.505,3766
Mudhoney,When Tomorrow Hits (Album),Seattle - WA,S/T,0.47638910882585617,0.6726805928835387,0.0,159.58159,0.0,-15.959,0,83.122,22050,10.908,1,0.0,0,0.0,159.582,4,0.924,3767
Faithless,Take The Long Way Home,London - England,Live At Alexandra Palace,0.5485336545339214,0.8130130889348834,0.0,275.12118,0.0,-7.852,1998,130.002,22050,0.0,0,0.515,1,0.431,275.121,4,0.0,3768
Demonbreed,Blood Will Fall,,Closer to God,0.0,0.48454620452081215,0.0,329.40363,0.0,-6.392,0,121.487,22050,3.611,6,0.516,0,0.496,329.404,5,0.615,3769
Blackfoot,Train_ Train (LP Version),Jacksonville - FL,Strikes,0.437987748288433,0.6042965872663661,0.0,177.8673,0.0,-12.347,0,121.483,22050,0.0,9,0.576,1,0.374,170.046,4,0.57,3770
Smiley,Come On Shake My Feelin',Tyler Texas USA,Scream-Machine/Come On Shake My Feelin',0.4295777058209317,0.6742960860783537,0.0,186.06975,0.0,-7.789,0,110.043,22050,0.062,9,0.854,1,0.649,177.737,4,0.506,3771
Grizzly Bear,Deep Blue Sea (Daniel Rossen home recording),Brooklyn - NY,Friend EP,0.547243659611714,0.760636111943095,0.0,351.50322,0.0,-14.372,2008,85.003,22050,0.299,9,0.11,1,0.012,344.59,4,0.675,3772
GARFIELD,Garfield - A Tail Of Two Kitties: Mirror Dance,United States,Garfield - A Tail Of Two Kitties (OST),0.37838739778300756,0.4780835210694756,0.0,53.86404,0.0,-22.386,0,81.646,22050,0.762,10,0.089,0,0.311,48.814,3,0.836,3773
André Verchuren,Maria Morena,Neuilly-sous-Clermont (Oise),Les Increvables N1,0.26712486735047014,0.36072920580223455,0.0,139.62404,0.0,-10.062,1989,120.643,22050,0.264,0,0.771,1,0.477,135.912,1,0.0,3774
George Dalaras,Ammohostos,,Is Gin Enalian Kipron,0.38898587094534715,0.46267073323218666,0.0,164.77995,0.0,-14.618,0,47.447,22050,0.769,7,0.216,0,0.557,159.062,4,0.785,3775
Stephen Marley / Damian Marley,The Mission,,Mind Control,0.47717883383688675,0.7248130678122553,0.0,273.89342,0.0,-7.842,2008,115.823,22050,0.0,9,0.483,0,0.573,262.786,4,0.607,3776
Manolis Famellos & I Podilates,Vals '89,,Manolis Famellos & I Podilates + 5 Anekdota Tragoudia,0.0,0.2287303097845054,0.0,162.58567,0.0,-11.719,0,94.301,22050,0.392,0,0.01,1,0.351,146.437,3,0.912,3777
Blondie,Rapture (Us Disco Version) (1999 Digital Remaster),New York - NY,Atomic/Atomix,0.5514151202698985,0.7585374385138227,0.0,431.75138,0.0,-10.448,0,215.006,22050,0.398,0,0.077,1,0.303,422.893,4,0.336,3778
Emperor,In the Wordless Chamber,Norway,Live Inferno,0.45339118607533013,0.7429631523413633,0.0,334.68036,0.0,-5.315,0,169.423,22050,0.0,0,0.432,1,0.476,334.68,3,0.297,3779
Darcelys,Un Petit Cabanon Pas Plus Grand Qu'Un Mouchoir De Poche,,Chansons De France,0.22106810531276003,0.26039759154899483,0.0,152.842,0.0,-15.412,0,166.935,22050,0.304,0,0.455,1,0.422,146.843,3,0.707,3780
Annie Blanchard,La vérité,,Sur l'autre rive,0.35245961591753205,0.4797352392070569,0.0,252.44689,0.0,-10.021,2007,113.287,22050,0.123,5,0.622,1,0.584,240.379,4,0.73,3781
Uriah Heep,Ghost of the Ocean (Live),London - England,Official Bootleg: Live At Sweden Rock Festival 2009,0.47920455769377673,0.673238690660318,0.0,214.25587,0.0,-8.151,0,149.921,22050,0.0,7,0.037,1,0.395,209.287,4,0.025,3782
Akon / Kardinal Offishall,Belly Dancer (Bananza) Remix ft. Kardinal Offishall,St. Louis - MO,Pot of Gold,0.8267770134906597,0.48194469788303385,0.0,207.20281,0.0,-6.583,0,100.364,22050,0.414,10,0.043,0,0.436,204.481,4,1.0,3783
Gal Costa,Me Recuso,,Caras E Bocas,0.4374645536949841,0.7208239717092882,0.0,252.02893,0.0,-17.225,1977,149.039,22050,0.345,9,0.88,1,0.56,237.215,4,0.429,3784
Alain-François,The frog song,,Vivant,0.30091842861713314,0.38031705571596447,0.0,169.87383,0.0,-5.91,0,136.044,22050,2.328,2,0.863,1,0.599,164.693,7,0.684,3785
Facto Delafe y las flores azules,Lametavolante,,Facto Delafe y las flores azules VS El monstruo de las ramblas,0.3634995771359894,0.63611920714315,0.0,127.79057,0.0,-5.726,2005,194.012,22050,0.113,7,0.268,1,0.236,120.442,4,0.232,3786
Red Foley,Old Shep,Blue Lick - KY,25 Country Memories,0.3426267906019089,0.4817035856704062,0.0,192.80934,0.0,-10.697,1936,38.443,22050,0.491,4,0.195,0,0.274,189.98,4,0.0,3787
Jaime Urrutia,Azzurro,,El muchacho electrico,0.38381866168814227,0.49428210188811733,0.0,278.96118,0.0,-5.688,2005,120.464,22050,1.088,8,0.0,1,0.0,260.836,4,0.651,3788
Radiohead,Bullet Proof ... I Wish I Was (Acoustic),Oxford - UK,Fake Plastic Trees,0.6758870114182804,0.8999349522317316,0.0,214.7522,0.0,-18.146,1995,153.08,22050,0.0,7,0.523,1,0.653,207.163,4,0.765,3789
The Weegs,Petticoat,California - SF,Meat the Weegs,0.0,0.4675699664299343,0.0,177.18812,0.0,-7.215,0,159.041,22050,0.0,10,0.315,0,0.414,172.751,5,0.921,3790
Plasmatics,Sometimes I,New York - NY,New Hope For The Wretched,0.3593247265042633,0.5578751684218033,0.0,230.66077,0.0,-11.425,1979,113.11,22050,0.363,2,0.413,1,0.509,223.37,4,0.539,3791
Maria Callas/Giuseppe di Stefano/Orchestra del Teatro alla Scala_ Milano/Gianandrea Gavazzeni,Un ballo in maschera (2002 Digital Remaster)_ Act 2: Oh_ qual soave brivido (Riccardo/Amelia),New York - NY,Verdi : Un ballo in maschera,0.36034468591382346,0.6128586541080373,0.0,233.40363,0.0,-16.618,0,76.731,22050,0.0,4,0.0,0,0.199,226.754,3,0.454,3792
Yvette,Je me sens libre,,Je me sens libre,0.3834668362237058,0.45552850503813364,0.0,405.002,0.0,-6.103,0,130.03,22050,0.0,11,0.029,0,0.047,399.366,4,0.119,3793
Tanika Turner,Compatible,California,Tanika Turner,0.0,0.200729608076517,0.0,232.72444,0.0,-8.073,0,95.039,22050,0.0,6,0.225,0,0.405,232.724,4,1.0,3794
Mark Wills,How Bad Do You Want It,Cleveland - TN,And The Crowd Goes Wild,0.48303529804623724,0.6797890235740016,0.0,210.33751,0.0,-5.849,2003,96.071,22050,0.256,2,1.0,1,0.921,194.096,4,0.0,3795
Grupo Batuque,Ole Ola,Brazil,Ole Ola - Futebol Bonito!,0.32462448157429286,0.5008486917390443,0.0,270.39302,0.0,-4.411,1998,0.0,22050,0.0,1,0.521,1,0.378,270.393,7,0.745,3796
Computer Paul,Cuts (Bobby's Still In Williamsburg),,Westward Expansion,0.0,0.47491938102175973,0.0,577.48853,0.0,-7.972,0,127.983,22050,0.0,11,0.477,0,0.432,562.561,4,0.478,3797
Tony Joe White,I've Got A Thing About You Baby (Album Version),Goodwill - LA,The Best Of Tony Joe White Featuring "Polk Salad Annie,0.4035096733630853,0.6247237675785525,0.0,162.0371,0.0,-15.733,0,89.102,22050,0.282,7,0.136,1,0.594,153.426,4,0.605,3798
The Elders,Moore Street Girls,,The Best Crowd We Ever Had,0.4153036425812273,0.5570945047145802,0.0,231.00036,0.0,-7.3,0,108.04,22050,0.0,9,0.683,1,0.639,224.583,4,0.0,3799
Dan Shen_ Gruppo Vocale Cantemus_ Ensemble Airone_ Luigi Marzola,Miserere: IV. Quoniam Iniquitatem,,Musica Sacra Nella Napoli del '700,0.0,0.5275452094492329,0.0,16.40444,0.0,-34.162,0,30.553,22050,0.256,11,0.015,1,0.349,16.404,1,0.0,3800
Tomash Gee,Bad,,Bloodsuckers EP,0.35212033546002686,0.4730832121704656,0.0,373.75955,0.0,-4.198,0,146.999,22050,4.267,1,0.306,1,0.466,365.157,4,0.561,3801
Yuridia,Estar Junto A Ti (Angel),,Habla El Corazon,0.364164341184009,0.7015062869017662,0.0,265.92608,0.0,-14.612,0,116.629,22050,0.374,2,0.917,1,0.863,258.978,1,0.0,3802
Gloria Lasso,Le Pull Over,,Platinum,0.30157018179165396,0.38123261150034793,0.0,162.16771,0.0,-11.685,0,109.509,22050,0.201,9,0.168,1,0.349,148.799,4,0.0,3803
Claw Hammer,Speak Softly,,Pablum,0.268744755076445,0.4014795928323336,0.0,293.8771,0.0,-8.85,0,167.156,22050,0.26,2,0.443,1,0.346,293.877,1,0.0,3804
The Weegs,Slivery,California - SF,Meat the Weegs,0.0,0.4675699664299343,0.0,192.20853,0.0,-7.008,0,148.735,22050,0.0,6,0.472,0,0.522,185.359,4,0.127,3805
Bizzy Bone,A Song For You (Feat. DMX and Chris Notez),Columbus - OH,A Song For You (Single),0.47625416220006334,0.7541808331304262,0.0,238.21016,0.0,-5.066,0,84.971,22050,0.0,8,0.545,1,0.545,225.338,4,0.9,3806
Debra Laws,On My Own (LP Version),Houston - TX,Very Special,0.29180653802427053,0.47937266297342224,0.0,257.48853,0.0,-8.219,0,119.697,22050,0.165,0,0.146,1,0.261,251.234,4,0.554,3807
Der Plan,Alter Mann,,Die Peitsche Des Lebens,0.3472497167251076,0.4962240848472056,0.0,136.82893,0.0,-15.478,0,54.468,22050,0.431,9,0.002,1,0.249,124.43,4,1.0,3808
Christian Quast,You Are!,,You Are! Remix Box,0.25116592509237207,0.4893181616985732,0.0,466.33751,0.0,-13.431,0,125.049,22050,2.723,6,0.911,1,0.76,457.973,4,0.878,3809
Chapta_ Stage McCloud_ SupaStarr & Tony Manshino,Get F#%ked Up,,Street Money Vol. 1,0.339046750240839,0.4292608558062793,0.0,274.38975,0.0,-4.733,0,78.612,22050,0.096,10,0.75,0,0.708,265.23,3,1.0,3810
The Monroes,Arabian Night,,Sunday People,0.38756169656333034,0.5162582580815553,0.0,219.61098,0.0,-4.07,1983,132.369,22050,2.101,4,0.655,0,0.584,208.515,4,0.206,3811
Red Stick Ramblers,Why_ Now Baby?,Lafayette/Baton Rouge - LA,My Suitcase Is Always Packed,0.3760487487497496,0.550752434792912,0.0,194.0371,0.0,-9.265,2000,101.235,22050,0.182,2,0.773,1,0.743,187.135,1,0.0,3812
Cece Winans,The Wind (Tears For You),Charlotte - NC,Everlasting Love,0.5408325519524202,0.6377721594176248,0.0,288.91383,0.0,-8.998,1998,124.766,22050,0.0,11,0.208,1,0.429,277.304,4,0.918,3813
Mobb Deep,(The Grave Prelude),Queensbridge - NY,The Infamous,0.5001193350750798,0.7722721609278159,0.0,50.15465,0.0,-13.662,1995,93.785,22050,0.136,10,0.182,1,0.497,50.155,4,0.565,3814
KT Tunstall,Boo Hoo,Scotland,Other Side Of The World,0.5898561799236971,0.7937080840071374,0.0,308.63628,0.0,-10.997,2005,128.205,22050,0.316,7,0.793,1,0.646,294.121,4,0.6,3815
Milk Inc.,Losing Love (DJ Wout Remix),,Apocalypse Cow,0.44309894653198734,0.6528013549210473,0.0,430.65424,0.0,-10.674,1999,140.023,22050,0.242,0,0.794,1,0.301,425.372,4,0.129,3816
Doyle Bramhall,Ooh Wee Baby,Dallas - TX,Is It News,0.29296817047544627,0.6285601559358945,0.0,252.36853,0.0,-7.194,2007,89.922,22050,0.16,2,0.592,1,0.442,247.49,3,0.185,3817
ÄI-TIEM,All das mag ich,,Wenn hier einer schießt_ dann bin ich das,0.0,0.06532732813951624,0.0,323.3171,0.0,-10.948,1993,93.978,22050,0.0,7,0.758,1,0.658,318.891,4,0.54,3818
Doc & Merle Watson,Three Times Seven,,Elementary Doctor Watson,0.36147719366275466,0.43229447196665716,0.0,140.5122,0.0,-16.522,0,100.483,22050,0.183,4,0.802,1,0.565,132.476,4,0.938,3819
Sasha,Owner Of My Heart (Album Version),Mexico City - Mexico,You...,0.453731585998959,0.6929227305760355,0.0,220.99546,0.0,-6.282,0,95.962,22050,2.188,7,0.573,1,0.743,217.374,4,0.751,3820
Berrogüetto,Navicularia,,Navicularia,0.3868612247363895,0.5548518975261917,0.0,363.31057,0.0,-10.413,0,166.431,22050,0.803,0,0.88,1,0.792,360.287,3,0.659,3821
DMX / Dyme,Good Girls_ Bad Guys,,...And Then There Was X,0.5088131950100051,0.822316235978841,0.0,233.40363,0.0,-4.422,1999,119.579,22050,0.0,2,0.207,1,0.186,220.659,4,1.0,3822
The Gone Jackals,Janus (Riff Monster - topical),,Out And About With...,0.35300068828370523,0.44104996018435266,0.0,207.33342,0.0,-5.817,0,142.801,22050,4.87,10,0.243,1,0.451,197.41,4,0.283,3823
The Jackson Southernaires,Jesus Can Work It Out,Mississippi,A Touch Of Class,0.31143764032728327,0.32300899095323227,0.0,187.32363,0.0,-6.749,0,110.709,22050,0.328,1,0.748,0,0.644,172.983,4,1.0,3824
William Goldstein,Bartholdi's Dream,,Liberty,0.27094070676741144,0.3518151232337846,0.0,115.74812,0.0,-24.188,0,112.328,22050,0.0,0,0.456,0,0.574,109.482,4,0.0,3825
Danger Danger,Rock America,Queens - NY,Danger Danger,0.4661582802252091,0.6207174030191523,0.0,292.85832,0.0,-7.866,1989,164.171,22050,0.09,4,0.57,1,0.541,271.139,4,0.873,3826
Legacy Five,Wy Wouldn't I,Tennessee,Live At Oaktree,0.36735534360917704,0.4882373664134809,0.0,168.12363,0.0,-10.088,0,156.131,22050,0.573,8,0.642,1,0.684,162.894,4,0.076,3827
Clay Crosse,Givin' My Love,Tennessee,Time To Believe,0.41401129463239794,0.5656047524705251,0.0,256.33914,0.0,-9.817,0,143.245,22050,0.0,3,0.223,1,0.358,247.943,3,0.774,3828
Coldplay,Don't Panic,,Don't Panic,0.9160532282837347,0.8650215114996607,0.0,139.12771,0.0,-8.501,1999,122.291,22050,2.247,0,0.428,1,0.445,130.026,4,1.0,3829
Josh White,My Soul Is Gonna Live With God,Greensboro - NC,Josh White Vol. 3 1935-1940,0.35102262079534835,0.4905864018711718,0.0,181.49832,0.0,-18.449,0,133.972,22050,0.386,8,0.785,1,0.698,175.09,1,0.0,3830
José Roberto Bertrami,Sheds And Weeds (Barracos E Arbustos),,Blue Wave/Dreams Are Real,0.3151677119219265,0.4114072705319423,0.0,204.87791,0.0,-15.439,0,103.277,22050,0.432,7,0.447,0,0.098,192.418,1,0.0,3831
30 Seconds To Mars,Hunter,Los Angeles - CA,A Beautiful Lie,0.6770875467122787,0.9093248336581043,0.0,234.73587,0.0,-10.807,2005,106.525,22050,0.073,10,0.226,1,0.159,215.708,3,1.0,3832
Elizete Cardoso,Cancáo Do Amor Demais,,Eliete Cardoso (Cancáo Do Amor Demais),0.3128629074131546,0.37815044582168983,0.0,103.18322,0.0,-18.276,0,63.621,22050,0.0,1,0.29,1,0.7,100.92,1,1.0,3833
Eddie Money,Runnin' Away,Brooklyn - NY,No Control,0.5183716059616016,0.6881460514518386,0.0,213.68118,0.0,-10.633,1983,120.581,22050,0.0,0,0.822,1,0.588,202.089,4,0.708,3834
Orquesta Harlow,El Terror,,Tribute To Arsenio Rodriguez,0.3068041261142657,0.3950134639121267,0.0,281.59955,0.0,-9.076,0,124.001,22050,0.156,9,0.627,0,0.587,276.468,4,0.0,3835
Belle and Sebastian,Like Dylan In The Movies,,The BBC Sessions,0.5650456592207079,0.744734766782699,0.0,250.69669,0.0,-10.504,1996,104.494,22050,0.136,1,0.336,0,0.472,242.231,1,0.32,3836
Little Milton,Who Can Handle Me Is You,Inverness - MS,Stax-Volt Chartbusters Vol.6,0.3864410971038427,0.5794241084560094,0.0,185.36444,0.0,-13.336,0,142.739,22050,0.0,8,0.478,1,0.513,172.838,1,0.238,3837
Steven Halpern,Bamboo Blue,,Deja-Blues,0.3723930968758113,0.5254757419134042,0.0,264.82893,0.0,-16.663,0,144.544,22050,0.276,6,0.856,0,0.633,256.9,4,0.875,3838
Thrice,The Earth Will Shake,Orange - CA,Vheissu,0.5199654792867565,0.873238652757811,0.0,268.17261,0.0,-5.257,2005,125.019,22050,0.084,9,0.758,0,0.643,264.487,4,1.0,3839
Silverstein,MY CONSOLATION (LP Version),Burlington - Ontario - Canada,18 CANDLES: THE EARLY YEARS,0.6055071356905752,0.8011364496076413,0.0,242.83383,0.0,-6.818,2006,202.068,22050,0.184,9,0.513,1,0.405,236.008,5,1.0,3840
Mando Diao,All My Senses,Borlänge,Hurricane Bar,0.4868254134991674,0.8077799277958447,0.0,251.03628,0.0,-5.403,2004,119.346,22050,0.305,6,0.312,0,0.457,241.458,4,0.298,3841
The Russell Family,Tatter Jack Walsh,,The Russell Family of Doolin_ Co. Clare,0.0,0.200729608076517,0.0,96.86159,0.0,-31.127,0,117.005,22050,0.287,4,0.0,0,0.136,96.862,3,0.661,3842
Shakira,Ojos Así,Barranquilla - Colombia,Shakira MTV Unplugged,0.7172098545666633,0.8573199009058027,0.0,409.99138,0.0,-7.936,1998,87.054,22050,0.0,6,0.117,0,0.312,401.125,5,1.0,3843
Ya Boy,How U Want It?,United States,Rookie Of The Year (Collector's Edition),0.510617542239784,0.7649537733963667,0.0,208.14322,0.0,-10.649,0,117.66,22050,0.0,2,0.645,1,0.552,208.143,1,1.0,3844
The Harvey Averne Dozen,The Think Drink Theme,,Viva Soul,0.2673597751822963,0.34561272505000723,0.0,166.81751,0.0,-15.489,1967,92.082,22050,2.148,10,0.172,1,0.113,157.6,1,0.275,3845
Taking Back Sunday,Spin (Album Version),Long Island - New York,Louder Now,0.5723739798995029,0.9115996573812846,0.0,219.79383,0.0,-4.164,2006,95.254,22050,0.0,11,0.456,1,0.458,208.701,4,0.268,3846
The Clash,Lose This Skin,London - England,Sandinista!,0.6011860594553833,0.775797362701256,0.0,308.50567,0.0,-5.49,1980,120.223,22050,0.258,9,0.307,1,0.395,288.897,4,0.465,3847
RUN-DMC,Run's House,,It's Like This - The Best Of,0.6066301517291853,0.6869889546292448,0.0,201.82159,0.0,-5.068,1988,198.564,22050,0.154,0,0.155,0,0.138,191.327,4,0.264,3848
Mystic Revelation of Rastafari,Ethiopian Serenade,,Grounation,0.20857817378100385,0.3764196108559965,0.0,250.90567,0.0,-18.933,0,118.132,22050,0.186,5,0.038,0,0.409,224.961,4,0.78,3849
Joshua Rifkin,Réjouissance [I'll Cry Instead],New York - NY,The Baroque Beatles,0.3184586233333446,0.44492124991776066,0.0,111.46404,0.0,-15.007,0,90.318,22050,0.206,2,0.451,1,0.613,106.243,1,0.085,3850
Flora Purim,Latinas,Rio de Janeiro - Brazil,Encounter,0.34054407953708243,0.47975504073182945,0.0,222.9024,0.0,-20.831,1994,136.234,22050,0.253,4,0.349,1,0.416,208.242,3,0.549,3851
Danny Elfman,The Kingdom - Titles,Los Angeles - California,The Kingdom,0.5494459610037913,0.7668262054597053,0.0,269.7922,0.0,-14.107,2007,85.807,22050,0.433,3,0.324,0,0.473,264.272,5,1.0,3852
Suzy Thompson,Drunken's Man's Dream,California - SF,Stop & Listen,0.0,0.04012958772247504,0.0,196.91057,0.0,-11.846,0,151.576,22050,0.0,7,0.665,1,0.79,187.844,4,0.0,3853
Behemoth,No Sympathy For Fools,POLAND,Zos Kia Cultus,0.5504228248591988,0.8421933500213756,0.0,229.40689,0.0,-5.117,2002,118.817,22050,0.125,1,0.657,1,0.478,225.605,5,0.8,3854
Mary Black,Katie,Ireland,25 Years/25 Songs,0.37655698104593144,0.5971133628313751,0.0,283.61098,0.0,-11.691,1987,116.673,22050,0.0,10,0.587,1,0.553,272.225,4,0.713,3855
Dolores Keane,Dangerous Dance,,Night Owl,0.3480000192012373,0.5197806413075331,0.0,249.93914,0.0,-16.454,0,180.532,22050,0.49,7,0.593,1,0.648,245.894,3,0.997,3856
Keb' Mo',I Am Your Mother Too,Los Angeles - CA,Big Wide Grin,0.4722812106508984,0.6321309130150968,0.0,242.80771,0.0,-16.239,2001,86.631,22050,0.0,7,0.678,1,0.849,233.837,3,1.0,3857
Mart'nália,Cabide,,Mart'nália em Berlim ao vivo,0.3667046199936735,0.5748253210652502,0.0,157.07383,0.0,-9.602,2006,144.548,22050,0.0,7,0.115,1,0.277,157.074,1,0.0,3858
George Lopez,Dogs,ORANGE - California,Team Leader,0.5169637307383411,0.6680202487233046,0.0,297.22077,0.0,-15.149,2003,75.114,22050,0.0,10,0.239,1,0.256,290.633,1,0.549,3859
